Initial Setup: num_clients=1, num_sigma_values=[5, 10, 15, 20], kappa_join_values=[0.3, 0.5, 0.8], N_r_values=[10, 20, 30]
num_sigma:15, kappa_join:0.3, N_r:10, f1_score:0.015966029723991505, precission:0.008050012845765179, recall:0.9591836734693877
num_sigma:10, kappa_join:0.8, N_r:10, f1_score:0.018704469383736953, precission:0.009443339960238568, recall:0.9693877551020408
num_sigma:10, kappa_join:0.5, N_r:10, f1_score:0.07652173913043478, precission:0.03996366939146231, recall:0.8979591836734694
num_sigma:15, kappa_join:0.3, N_r:20, f1_score:0.07804878048780489, precission:0.04079740380157627, recall:0.8979591836734694
num_sigma:10, kappa_join:0.3, N_r:10, f1_score:0.059582919563058584, precission:0.030790283954840916, recall:0.9183673469387755
num_sigma:10, kappa_join:0.8, N_r:20, f1_score:0.09601873536299767, precission:0.05093167701863354, recall:0.8367346938775511
num_sigma:10, kappa_join:0.5, N_r:20, f1_score:0.09071729957805907, precission:0.047830923248053395, recall:0.8775510204081632
num_sigma:15, kappa_join:0.5, N_r:10, f1_score:0.017948233515964484, precission:0.009057971014492754, recall:0.9693877551020408
num_sigma:10, kappa_join:0.3, N_r:20, f1_score:0.05021897810218978, precission:0.025849113315299068, recall:0.8775510204081632
num_sigma:10, kappa_join:0.8, N_r:30, f1_score:0.06368460955269144, precission:0.03307086614173228, recall:0.8571428571428571
num_sigma:15, kappa_join:0.8, N_r:10, f1_score:0.01959353830119854, precission:0.009897862482889333, recall:0.9591836734693877
num_sigma:10, kappa_join:0.5, N_r:30, f1_score:0.04438709677419355, precission:0.022769393698702674, recall:0.8775510204081632
num_sigma:5, kappa_join:0.3, N_r:30, f1_score:0.03208556149732621, precission:0.016338028169014085, recall:0.8877551020408163
num_sigma:10, kappa_join:0.3, N_r:30, f1_score:0.024314390726604466, precission:0.012327981651376147, recall:0.8775510204081632
num_sigma:5, kappa_join:0.5, N_r:10, f1_score:0.02644119907763259, precission:0.013422818791946308, recall:0.8775510204081632
num_sigma:5, kappa_join:0.8, N_r:30, f1_score:0.03132877205617573, precission:0.01594574780058651, recall:0.8877551020408163
num_sigma:5, kappa_join:0.5, N_r:30, f1_score:0.03132877205617573, precission:0.01594574780058651, recall:0.8877551020408163
num_sigma:15, kappa_join:0.5, N_r:20, f1_score:0.02221149203283438, precission:0.011238700219887612, recall:0.9387755102040817
num_sigma:5, kappa_join:0.5, N_r:20, f1_score:0.03235403495723317, precission:0.016477272727272726, recall:0.8877551020408163
num_sigma:5, kappa_join:0.3, N_r:10, f1_score:0.026925485284909203, precission:0.013672496025437202, recall:0.8775510204081632
num_sigma:5, kappa_join:0.3, N_r:20, f1_score:0.03238414293690676, precission:0.016492890995260665, recall:0.8877551020408163
num_sigma:5, kappa_join:0.8, N_r:10, f1_score:0.026588344411810173, precission:0.013498665829540103, recall:0.8775510204081632
num_sigma:5, kappa_join:0.8, N_r:20, f1_score:0.03235403495723317, precission:0.016477272727272726, recall:0.8877551020408163
num_sigma:15, kappa_join:0.3, N_r:30, f1_score:0.07258064516129033, precission:0.037783375314861464, recall:0.9183673469387755
num_sigma:15, kappa_join:0.5, N_r:30, f1_score:0.0818014705882353, precission:0.04282964388835419, recall:0.9081632653061225
num_sigma:15, kappa_join:0.8, N_r:20, f1_score:0.02561307901907357, precission:0.012979839823253245, recall:0.9591836734693877
num_sigma:20, kappa_join:0.3, N_r:10, f1_score:0.015374861309240765, precission:0.0077476038338658145, recall:0.9897959183673469
num_sigma:20, kappa_join:0.5, N_r:10, f1_score:0.016526109549365363, precission:0.008332617472725712, recall:0.9897959183673469
num_sigma:20, kappa_join:0.8, N_r:10, f1_score:0.017192484934420417, precission:0.008671553727874128, recall:0.9897959183673469
num_sigma:20, kappa_join:0.3, N_r:20, f1_score:0.02290748898678414, precission:0.01159678858162355, recall:0.9285714285714286
num_sigma:15, kappa_join:0.8, N_r:30, f1_score:0.053475935828877004, precission:0.027539779681762546, recall:0.9183673469387755
num_sigma:20, kappa_join:0.5, N_r:20, f1_score:0.013825220112057047, precission:0.006962257237083181, recall:0.9693877551020408
num_sigma:20, kappa_join:0.8, N_r:20, f1_score:0.01278380717757507, precission:0.006433885128342604, recall:0.9795918367346939
num_sigma:20, kappa_join:0.3, N_r:30, f1_score:0.08532249873031997, precission:0.04489577765900588, recall:0.8571428571428571
num_sigma:20, kappa_join:0.5, N_r:30, f1_score:0.020727673649393603, precission:0.010477039679001338, recall:0.9591836734693877
num_sigma:20, kappa_join:0.8, N_r:30, f1_score:0.015415495784825371, precission:0.007768875940762321, recall:0.9795918367346939
Round 1: Metrics: {'accuracy': 0.9828833257259225, 'precision': 0.0721951219512195, 'recall': 0.7551020408163265, 'f1_score': 0.13178984861976847}, ROC AUC: 0.9502393106933263
Round 1: Metrics: {'accuracy': 0.9635897615954496, 'precision': 0.036585365853658534, 'recall': 0.7959183673469388, 'f1_score': 0.06995515695067264}, ROC AUC: 0.9655226433567238

Round 2: Metrics: {'accuracy': 0.991889329728591, 'precision': 0.15134099616858238, 'recall': 0.8061224489795918, 'f1_score': 0.25483870967741934}, ROC AUC: 0.9728658891102868

Round 3: Metrics: {'accuracy': 0.996243109441382, 'precision': 0.2867647058823529, 'recall': 0.7959183673469388, 'f1_score': 0.42162162162162153}, ROC AUC: 0.9542837798456467

Round 4: Metrics: {'accuracy': 0.9954531090902707, 'precision': 0.24115755627009647, 'recall': 0.7653061224489796, 'f1_score': 0.36674816625916873}, ROC AUC: 0.9425517956197673

Round 5: Metrics: {'accuracy': 0.9975948878199501, 'precision': 0.39344262295081966, 'recall': 0.7346938775510204, 'f1_score': 0.5124555160142349}, ROC AUC: 0.9180831026839549

Round 1: Metrics: {'accuracy': 0.9824971033320459, 'precision': 0.07393364928909953, 'recall': 0.7959183673469388, 'f1_score': 0.13529921942758022}, ROC AUC: 0.9428961546633284

Round 1: Metrics: {'accuracy': 0.9824971033320459, 'precision': 0.07393364928909953, 'recall': 0.7959183673469388, 'f1_score': 0.13529921942758022}, ROC AUC: 0.9428961546633284

Round 2: Metrics: {'accuracy': 0.991871774165233, 'precision': 0.15370018975332067, 'recall': 0.826530612244898, 'f1_score': 0.2592}, ROC AUC: 0.9320849136643966

Round 1: Metrics: {'accuracy': 0.9824971033320459, 'precision': 0.07393364928909953, 'recall': 0.7959183673469388, 'f1_score': 0.13529921942758022}, ROC AUC: 0.9428961546633284

Round 2: Metrics: {'accuracy': 0.991871774165233, 'precision': 0.15370018975332067, 'recall': 0.826530612244898, 'f1_score': 0.2592}, ROC AUC: 0.9320849136643966

Round 3: Metrics: {'accuracy': 0.9941364418384186, 'precision': 0.1989795918367347, 'recall': 0.7959183673469388, 'f1_score': 0.3183673469387755}, ROC AUC: 0.8963725121449818

Round 1: Metrics: {'accuracy': 0.9824971033320459, 'precision': 0.07393364928909953, 'recall': 0.7959183673469388, 'f1_score': 0.13529921942758022}, ROC AUC: 0.9428961546633284

Round 2: Metrics: {'accuracy': 0.991871774165233, 'precision': 0.15370018975332067, 'recall': 0.826530612244898, 'f1_score': 0.2592}, ROC AUC: 0.9320849136643966

Round 3: Metrics: {'accuracy': 0.9941364418384186, 'precision': 0.1989795918367347, 'recall': 0.7959183673469388, 'f1_score': 0.3183673469387755}, ROC AUC: 0.8963725121449818

Round 4: Metrics: {'accuracy': 0.9919244408553071, 'precision': 0.1519230769230769, 'recall': 0.8061224489795918, 'f1_score': 0.25566343042071193}, ROC AUC: 0.9000035351084722

Round 1: Metrics: {'accuracy': 0.9824971033320459, 'precision': 0.07393364928909953, 'recall': 0.7959183673469388, 'f1_score': 0.13529921942758022}, ROC AUC: 0.9428961546633284

Round 2: Metrics: {'accuracy': 0.991871774165233, 'precision': 0.15370018975332067, 'recall': 0.826530612244898, 'f1_score': 0.2592}, ROC AUC: 0.9320849136643966

Round 3: Metrics: {'accuracy': 0.9941364418384186, 'precision': 0.1989795918367347, 'recall': 0.7959183673469388, 'f1_score': 0.3183673469387755}, ROC AUC: 0.8963725121449818

Round 4: Metrics: {'accuracy': 0.9919244408553071, 'precision': 0.1519230769230769, 'recall': 0.8061224489795918, 'f1_score': 0.25566343042071193}, ROC AUC: 0.9000035351084722

Round 5: Metrics: {'accuracy': 0.9928373301499245, 'precision': 0.16738197424892703, 'recall': 0.7959183673469388, 'f1_score': 0.276595744680851}, ROC AUC: 0.8946246073696783

Round 1: Metrics: {'accuracy': 0.9740002106667603, 'precision': 0.05242718446601942, 'recall': 0.826530612244898, 'f1_score': 0.09860012172854533}, ROC AUC: 0.9432092899061707

Round 1: Metrics: {'accuracy': 0.9740002106667603, 'precision': 0.05242718446601942, 'recall': 0.826530612244898, 'f1_score': 0.09860012172854533}, ROC AUC: 0.9432092899061707

Round 2: Metrics: {'accuracy': 0.9878515501562445, 'precision': 0.10505319148936171, 'recall': 0.8061224489795918, 'f1_score': 0.1858823529411765}, ROC AUC: 0.9401937706005307

Round 1: Metrics: {'accuracy': 0.9740002106667603, 'precision': 0.05242718446601942, 'recall': 0.826530612244898, 'f1_score': 0.09860012172854533}, ROC AUC: 0.9432092899061707

Round 2: Metrics: {'accuracy': 0.9878515501562445, 'precision': 0.10505319148936171, 'recall': 0.8061224489795918, 'f1_score': 0.1858823529411765}, ROC AUC: 0.9401937706005307

Round 3: Metrics: {'accuracy': 0.984463326428145, 'precision': 0.08535300316122234, 'recall': 0.826530612244898, 'f1_score': 0.1547277936962751}, ROC AUC: 0.9511310732086871

Round 1: Metrics: {'accuracy': 0.9740002106667603, 'precision': 0.05242718446601942, 'recall': 0.826530612244898, 'f1_score': 0.09860012172854533}, ROC AUC: 0.9432092899061707

Round 2: Metrics: {'accuracy': 0.9878515501562445, 'precision': 0.10505319148936171, 'recall': 0.8061224489795918, 'f1_score': 0.1858823529411765}, ROC AUC: 0.9401937706005307

Round 3: Metrics: {'accuracy': 0.984463326428145, 'precision': 0.08535300316122234, 'recall': 0.826530612244898, 'f1_score': 0.1547277936962751}, ROC AUC: 0.9511310732086871

Round 4: Metrics: {'accuracy': 0.9891331062813805, 'precision': 0.11747430249632893, 'recall': 0.8163265306122449, 'f1_score': 0.2053915275994865}, ROC AUC: 0.9321744577825503

Round 1: Metrics: {'accuracy': 0.9740002106667603, 'precision': 0.05242718446601942, 'recall': 0.826530612244898, 'f1_score': 0.09860012172854533}, ROC AUC: 0.9432092899061707

Round 2: Metrics: {'accuracy': 0.9878515501562445, 'precision': 0.10505319148936171, 'recall': 0.8061224489795918, 'f1_score': 0.1858823529411765}, ROC AUC: 0.9401937706005307

Round 3: Metrics: {'accuracy': 0.984463326428145, 'precision': 0.08535300316122234, 'recall': 0.826530612244898, 'f1_score': 0.1547277936962751}, ROC AUC: 0.9511310732086871

Round 4: Metrics: {'accuracy': 0.9891331062813805, 'precision': 0.11747430249632893, 'recall': 0.8163265306122449, 'f1_score': 0.2053915275994865}, ROC AUC: 0.9321744577825503

Round 5: Metrics: {'accuracy': 0.9833924370633054, 'precision': 0.0801980198019802, 'recall': 0.826530612244898, 'f1_score': 0.14620938628158847}, ROC AUC: 0.9176291014436163

Round 1: Metrics: {'accuracy': 0.9760366560162915, 'precision': 0.050390347764371894, 'recall': 0.7244897959183674, 'f1_score': 0.0942269409422694}, ROC AUC: 0.9443893342367898

Round 1: Metrics: {'accuracy': 0.9760366560162915, 'precision': 0.050390347764371894, 'recall': 0.7244897959183674, 'f1_score': 0.0942269409422694}, ROC AUC: 0.9443893342367898

Round 2: Metrics: {'accuracy': 0.991854218601875, 'precision': 0.14671814671814673, 'recall': 0.7755102040816326, 'f1_score': 0.24675324675324678}, ROC AUC: 0.9807742138780103

Round 1: Metrics: {'accuracy': 0.9760366560162915, 'precision': 0.050390347764371894, 'recall': 0.7244897959183674, 'f1_score': 0.0942269409422694}, ROC AUC: 0.9443893342367898

Round 2: Metrics: {'accuracy': 0.991854218601875, 'precision': 0.14671814671814673, 'recall': 0.7755102040816326, 'f1_score': 0.24675324675324678}, ROC AUC: 0.9807742138780103

Round 3: Metrics: {'accuracy': 0.9966995540886907, 'precision': 0.3125, 'recall': 0.7653061224489796, 'f1_score': 0.44378698224852065}, ROC AUC: 0.963068703846198

Round 1: Metrics: {'accuracy': 0.9760366560162915, 'precision': 0.050390347764371894, 'recall': 0.7244897959183674, 'f1_score': 0.0942269409422694}, ROC AUC: 0.9443893342367898

Round 2: Metrics: {'accuracy': 0.991854218601875, 'precision': 0.14671814671814673, 'recall': 0.7755102040816326, 'f1_score': 0.24675324675324678}, ROC AUC: 0.9807742138780103

Round 3: Metrics: {'accuracy': 0.9966995540886907, 'precision': 0.3125, 'recall': 0.7653061224489796, 'f1_score': 0.44378698224852065}, ROC AUC: 0.963068703846198

Round 4: Metrics: {'accuracy': 0.9972788876795057, 'precision': 0.35678391959798994, 'recall': 0.7244897959183674, 'f1_score': 0.4781144781144782}, ROC AUC: 0.9522510924741309

Round 1: Metrics: {'accuracy': 0.9760366560162915, 'precision': 0.050390347764371894, 'recall': 0.7244897959183674, 'f1_score': 0.0942269409422694}, ROC AUC: 0.9443893342367898

Round 2: Metrics: {'accuracy': 0.991854218601875, 'precision': 0.14671814671814673, 'recall': 0.7755102040816326, 'f1_score': 0.24675324675324678}, ROC AUC: 0.9807742138780103

Round 3: Metrics: {'accuracy': 0.9966995540886907, 'precision': 0.3125, 'recall': 0.7653061224489796, 'f1_score': 0.44378698224852065}, ROC AUC: 0.963068703846198

Round 4: Metrics: {'accuracy': 0.9972788876795057, 'precision': 0.35678391959798994, 'recall': 0.7244897959183674, 'f1_score': 0.4781144781144782}, ROC AUC: 0.9522510924741309

Round 5: Metrics: {'accuracy': 0.9971559987359995, 'precision': 0.3476190476190476, 'recall': 0.7448979591836735, 'f1_score': 0.474025974025974}, ROC AUC: 0.9515794218644126

Round 1: Metrics: {'accuracy': 0.9391173062743583, 'precision': 0.02535211267605634, 'recall': 0.9183673469387755, 'f1_score': 0.049342105263157895}, ROC AUC: 0.9235309381208872

Round 1: Metrics: {'accuracy': 0.9391173062743583, 'precision': 0.02535211267605634, 'recall': 0.9183673469387755, 'f1_score': 0.049342105263157895}, ROC AUC: 0.9235309381208872

Round 2: Metrics: {'accuracy': 0.925160633404726, 'precision': 0.021374396690415996, 'recall': 0.9489795918367347, 'f1_score': 0.04180714767363452}, ROC AUC: 0.936190574288241

Round 1: Metrics: {'accuracy': 0.9391173062743583, 'precision': 0.02535211267605634, 'recall': 0.9183673469387755, 'f1_score': 0.049342105263157895}, ROC AUC: 0.9235309381208872

Round 2: Metrics: {'accuracy': 0.925160633404726, 'precision': 0.021374396690415996, 'recall': 0.9489795918367347, 'f1_score': 0.04180714767363452}, ROC AUC: 0.936190574288241

Round 3: Metrics: {'accuracy': 0.9076928478634879, 'precision': 0.01739618406285073, 'recall': 0.9489795918367347, 'f1_score': 0.03416605437178546}, ROC AUC: 0.9408807839399126

Round 1: Metrics: {'accuracy': 0.9391173062743583, 'precision': 0.02535211267605634, 'recall': 0.9183673469387755, 'f1_score': 0.049342105263157895}, ROC AUC: 0.9235309381208872

Round 2: Metrics: {'accuracy': 0.925160633404726, 'precision': 0.021374396690415996, 'recall': 0.9489795918367347, 'f1_score': 0.04180714767363452}, ROC AUC: 0.936190574288241

Round 3: Metrics: {'accuracy': 0.9076928478634879, 'precision': 0.01739618406285073, 'recall': 0.9489795918367347, 'f1_score': 0.03416605437178546}, ROC AUC: 0.9408807839399126

Round 4: Metrics: {'accuracy': 0.9063586250482778, 'precision': 0.017508293402137855, 'recall': 0.9693877551020408, 'f1_score': 0.03439536567704562}, ROC AUC: 0.9390296970645321

Round 1: Metrics: {'accuracy': 0.9391173062743583, 'precision': 0.02535211267605634, 'recall': 0.9183673469387755, 'f1_score': 0.049342105263157895}, ROC AUC: 0.9235309381208872

Round 2: Metrics: {'accuracy': 0.925160633404726, 'precision': 0.021374396690415996, 'recall': 0.9489795918367347, 'f1_score': 0.04180714767363452}, ROC AUC: 0.936190574288241

Round 3: Metrics: {'accuracy': 0.9076928478634879, 'precision': 0.01739618406285073, 'recall': 0.9489795918367347, 'f1_score': 0.03416605437178546}, ROC AUC: 0.9408807839399126

Round 4: Metrics: {'accuracy': 0.9063586250482778, 'precision': 0.017508293402137855, 'recall': 0.9693877551020408, 'f1_score': 0.03439536567704562}, ROC AUC: 0.9390296970645321

Round 5: Metrics: {'accuracy': 0.9279870791053685, 'precision': 0.022195704057279237, 'recall': 0.9489795918367347, 'f1_score': 0.04337686567164179}, ROC AUC: 0.9397145570383472

Round 1: Metrics: {'accuracy': 0.9171552965134652, 'precision': 0.019346785937174954, 'recall': 0.9489795918367347, 'f1_score': 0.037920489296636085}, ROC AUC: 0.9447035461624154

Round 1: Metrics: {'accuracy': 0.9171552965134652, 'precision': 0.019346785937174954, 'recall': 0.9489795918367347, 'f1_score': 0.037920489296636085}, ROC AUC: 0.9447035461624154

Round 2: Metrics: {'accuracy': 0.8694743864330606, 'precision': 0.012621230237810548, 'recall': 0.9693877551020408, 'f1_score': 0.02491803278688524}, ROC AUC: 0.9318978400307788

Round 1: Metrics: {'accuracy': 0.9171552965134652, 'precision': 0.019346785937174954, 'recall': 0.9489795918367347, 'f1_score': 0.037920489296636085}, ROC AUC: 0.9447035461624154

Round 2: Metrics: {'accuracy': 0.8694743864330606, 'precision': 0.012621230237810548, 'recall': 0.9693877551020408, 'f1_score': 0.02491803278688524}, ROC AUC: 0.9318978400307788

Round 3: Metrics: {'accuracy': 0.8900670622520277, 'precision': 0.014645669291338584, 'recall': 0.9489795918367347, 'f1_score': 0.028846153846153848}, ROC AUC: 0.9616498153847921

Round 1: Metrics: {'accuracy': 0.9171552965134652, 'precision': 0.019346785937174954, 'recall': 0.9489795918367347, 'f1_score': 0.037920489296636085}, ROC AUC: 0.9447035461624154

Round 2: Metrics: {'accuracy': 0.8694743864330606, 'precision': 0.012621230237810548, 'recall': 0.9693877551020408, 'f1_score': 0.02491803278688524}, ROC AUC: 0.9318978400307788

Round 3: Metrics: {'accuracy': 0.8900670622520277, 'precision': 0.014645669291338584, 'recall': 0.9489795918367347, 'f1_score': 0.028846153846153848}, ROC AUC: 0.9616498153847921

Round 4: Metrics: {'accuracy': 0.9047961799094133, 'precision': 0.016699945543655836, 'recall': 0.9387755102040817, 'f1_score': 0.032816122703763155}, ROC AUC: 0.9597754003824377

Round 1: Metrics: {'accuracy': 0.9171552965134652, 'precision': 0.019346785937174954, 'recall': 0.9489795918367347, 'f1_score': 0.037920489296636085}, ROC AUC: 0.9447035461624154

Round 2: Metrics: {'accuracy': 0.8694743864330606, 'precision': 0.012621230237810548, 'recall': 0.9693877551020408, 'f1_score': 0.02491803278688524}, ROC AUC: 0.9318978400307788

Round 3: Metrics: {'accuracy': 0.8900670622520277, 'precision': 0.014645669291338584, 'recall': 0.9489795918367347, 'f1_score': 0.028846153846153848}, ROC AUC: 0.9616498153847921

Round 4: Metrics: {'accuracy': 0.9047961799094133, 'precision': 0.016699945543655836, 'recall': 0.9387755102040817, 'f1_score': 0.032816122703763155}, ROC AUC: 0.9597754003824377

Round 5: Metrics: {'accuracy': 0.9076050700466978, 'precision': 0.017199476537670594, 'recall': 0.9387755102040817, 'f1_score': 0.03378006241968056}, ROC AUC: 0.9619536193768448

Round 1: Metrics: {'accuracy': 0.9620273164565851, 'precision': 0.03803131991051454, 'recall': 0.8673469387755102, 'f1_score': 0.07286755250750107}, ROC AUC: 0.9438274852709796

Round 1: Metrics: {'accuracy': 0.9620273164565851, 'precision': 0.03803131991051454, 'recall': 0.8673469387755102, 'f1_score': 0.07286755250750107}, ROC AUC: 0.9438274852709796

Round 2: Metrics: {'accuracy': 0.9410659738070994, 'precision': 0.02561863173216885, 'recall': 0.8979591836734694, 'f1_score': 0.04981602037928106}, ROC AUC: 0.9690278738816854

Round 1: Metrics: {'accuracy': 0.9620273164565851, 'precision': 0.03803131991051454, 'recall': 0.8673469387755102, 'f1_score': 0.07286755250750107}, ROC AUC: 0.9438274852709796

Round 2: Metrics: {'accuracy': 0.9410659738070994, 'precision': 0.02561863173216885, 'recall': 0.8979591836734694, 'f1_score': 0.04981602037928106}, ROC AUC: 0.9690278738816854

Round 3: Metrics: {'accuracy': 0.9513008672448299, 'precision': 0.030855539971949508, 'recall': 0.8979591836734694, 'f1_score': 0.05966101694915254}, ROC AUC: 0.9424021367128731

Round 1: Metrics: {'accuracy': 0.9620273164565851, 'precision': 0.03803131991051454, 'recall': 0.8673469387755102, 'f1_score': 0.07286755250750107}, ROC AUC: 0.9438274852709796

Round 2: Metrics: {'accuracy': 0.9410659738070994, 'precision': 0.02561863173216885, 'recall': 0.8979591836734694, 'f1_score': 0.04981602037928106}, ROC AUC: 0.9690278738816854

Round 3: Metrics: {'accuracy': 0.9513008672448299, 'precision': 0.030855539971949508, 'recall': 0.8979591836734694, 'f1_score': 0.05966101694915254}, ROC AUC: 0.9424021367128731

Round 4: Metrics: {'accuracy': 0.9615006495558442, 'precision': 0.03915530136383634, 'recall': 0.9081632653061225, 'f1_score': 0.07507380851961198}, ROC AUC: 0.9247283888231713

Round 1: Metrics: {'accuracy': 0.9620273164565851, 'precision': 0.03803131991051454, 'recall': 0.8673469387755102, 'f1_score': 0.07286755250750107}, ROC AUC: 0.9438274852709796

Round 2: Metrics: {'accuracy': 0.9410659738070994, 'precision': 0.02561863173216885, 'recall': 0.8979591836734694, 'f1_score': 0.04981602037928106}, ROC AUC: 0.9690278738816854

Round 3: Metrics: {'accuracy': 0.9513008672448299, 'precision': 0.030855539971949508, 'recall': 0.8979591836734694, 'f1_score': 0.05966101694915254}, ROC AUC: 0.9424021367128731

Round 4: Metrics: {'accuracy': 0.9615006495558442, 'precision': 0.03915530136383634, 'recall': 0.9081632653061225, 'f1_score': 0.07507380851961198}, ROC AUC: 0.9247283888231713

Round 5: Metrics: {'accuracy': 0.9647308732137214, 'precision': 0.04216578821274557, 'recall': 0.8979591836734694, 'f1_score': 0.08054919908466819}, ROC AUC: 0.9227886550652901

Round 1: Metrics: {'accuracy': 0.9561462027316456, 'precision': 0.03524399690162665, 'recall': 0.9285714285714286, 'f1_score': 0.06791044776119404}, ROC AUC: 0.940191706958529

Round 1: Metrics: {'accuracy': 0.9561462027316456, 'precision': 0.03524399690162665, 'recall': 0.9285714285714286, 'f1_score': 0.06791044776119404}, ROC AUC: 0.940191706958529

Round 2: Metrics: {'accuracy': 0.9314981917769741, 'precision': 0.02282990466633216, 'recall': 0.9285714285714286, 'f1_score': 0.04456415279138099}, ROC AUC: 0.9271562187761994

Round 1: Metrics: {'accuracy': 0.9561462027316456, 'precision': 0.03524399690162665, 'recall': 0.9285714285714286, 'f1_score': 0.06791044776119404}, ROC AUC: 0.940191706958529

Round 2: Metrics: {'accuracy': 0.9314981917769741, 'precision': 0.02282990466633216, 'recall': 0.9285714285714286, 'f1_score': 0.04456415279138099}, ROC AUC: 0.9271562187761994

Round 3: Metrics: {'accuracy': 0.9505284224570767, 'precision': 0.03103448275862069, 'recall': 0.9183673469387755, 'f1_score': 0.06004002668445631}, ROC AUC: 0.9364907893376823

Round 1: Metrics: {'accuracy': 0.9561462027316456, 'precision': 0.03524399690162665, 'recall': 0.9285714285714286, 'f1_score': 0.06791044776119404}, ROC AUC: 0.940191706958529

Round 2: Metrics: {'accuracy': 0.9314981917769741, 'precision': 0.02282990466633216, 'recall': 0.9285714285714286, 'f1_score': 0.04456415279138099}, ROC AUC: 0.9271562187761994

Round 3: Metrics: {'accuracy': 0.9505284224570767, 'precision': 0.03103448275862069, 'recall': 0.9183673469387755, 'f1_score': 0.06004002668445631}, ROC AUC: 0.9364907893376823

Round 4: Metrics: {'accuracy': 0.9532846459042871, 'precision': 0.03281079110462997, 'recall': 0.9183673469387755, 'f1_score': 0.06335797254487857}, ROC AUC: 0.93225170977226

Round 1: Metrics: {'accuracy': 0.9561462027316456, 'precision': 0.03524399690162665, 'recall': 0.9285714285714286, 'f1_score': 0.06791044776119404}, ROC AUC: 0.940191706958529

Round 2: Metrics: {'accuracy': 0.9314981917769741, 'precision': 0.02282990466633216, 'recall': 0.9285714285714286, 'f1_score': 0.04456415279138099}, ROC AUC: 0.9271562187761994

Round 3: Metrics: {'accuracy': 0.9505284224570767, 'precision': 0.03103448275862069, 'recall': 0.9183673469387755, 'f1_score': 0.06004002668445631}, ROC AUC: 0.9364907893376823

Round 4: Metrics: {'accuracy': 0.9532846459042871, 'precision': 0.03281079110462997, 'recall': 0.9183673469387755, 'f1_score': 0.06335797254487857}, ROC AUC: 0.93225170977226

Round 5: Metrics: {'accuracy': 0.9585337593483375, 'precision': 0.036824877250409165, 'recall': 0.9183673469387755, 'f1_score': 0.07081038552321006}, ROC AUC: 0.9315025180021361

Round 1: Metrics: {'accuracy': 0.9539868684386082, 'precision': 0.033296337402885685, 'recall': 0.9183673469387755, 'f1_score': 0.06426276329882186}, ROC AUC: 0.9697290635443823

Round 1: Metrics: {'accuracy': 0.9539868684386082, 'precision': 0.033296337402885685, 'recall': 0.9183673469387755, 'f1_score': 0.06426276329882186}, ROC AUC: 0.9697290635443823

Round 2: Metrics: {'accuracy': 0.9379059724026544, 'precision': 0.02539332045266354, 'recall': 0.9387755102040817, 'f1_score': 0.04944907282988444}, ROC AUC: 0.9462421258599106

Round 1: Metrics: {'accuracy': 0.9539868684386082, 'precision': 0.033296337402885685, 'recall': 0.9183673469387755, 'f1_score': 0.06426276329882186}, ROC AUC: 0.9697290635443823

Round 2: Metrics: {'accuracy': 0.9379059724026544, 'precision': 0.02539332045266354, 'recall': 0.9387755102040817, 'f1_score': 0.04944907282988444}, ROC AUC: 0.9462421258599106

Round 3: Metrics: {'accuracy': 0.9212808539026017, 'precision': 0.020341207349081365, 'recall': 0.9489795918367347, 'f1_score': 0.03982869379014989}, ROC AUC: 0.9467563316125549

Round 1: Metrics: {'accuracy': 0.9539868684386082, 'precision': 0.033296337402885685, 'recall': 0.9183673469387755, 'f1_score': 0.06426276329882186}, ROC AUC: 0.9697290635443823

Round 2: Metrics: {'accuracy': 0.9379059724026544, 'precision': 0.02539332045266354, 'recall': 0.9387755102040817, 'f1_score': 0.04944907282988444}, ROC AUC: 0.9462421258599106

Round 3: Metrics: {'accuracy': 0.9212808539026017, 'precision': 0.020341207349081365, 'recall': 0.9489795918367347, 'f1_score': 0.03982869379014989}, ROC AUC: 0.9467563316125549

Round 4: Metrics: {'accuracy': 0.919577964256873, 'precision': 0.020124170413187755, 'recall': 0.9591836734693877, 'f1_score': 0.03942126231914448}, ROC AUC: 0.9493928585784343

Round 1: Metrics: {'accuracy': 0.9539868684386082, 'precision': 0.033296337402885685, 'recall': 0.9183673469387755, 'f1_score': 0.06426276329882186}, ROC AUC: 0.9697290635443823

Round 2: Metrics: {'accuracy': 0.9379059724026544, 'precision': 0.02539332045266354, 'recall': 0.9387755102040817, 'f1_score': 0.04944907282988444}, ROC AUC: 0.9462421258599106

Round 3: Metrics: {'accuracy': 0.9212808539026017, 'precision': 0.020341207349081365, 'recall': 0.9489795918367347, 'f1_score': 0.03982869379014989}, ROC AUC: 0.9467563316125549

Round 4: Metrics: {'accuracy': 0.919577964256873, 'precision': 0.020124170413187755, 'recall': 0.9591836734693877, 'f1_score': 0.03942126231914448}, ROC AUC: 0.9493928585784343

Round 5: Metrics: {'accuracy': 0.9225448544643797, 'precision': 0.020666666666666667, 'recall': 0.9489795918367347, 'f1_score': 0.040452370595911266}, ROC AUC: 0.9537155605067014

